text_id,prompt_id,genre,theme,model_family,model_name,provider,clean_word_count,clean_length_status
DeepSeek_deepseek-chat_NAR_038,NAR_038,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_039,NAR_039,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_040,NAR_040,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_041,NAR_041,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_042,NAR_042,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_043,NAR_043,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_044,NAR_044,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_045,NAR_045,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,217,valid
DeepSeek_deepseek-chat_NAR_046,NAR_046,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_047,NAR_047,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_048,NAR_048,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_049,NAR_049,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_050,NAR_050,Narrative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_001,DES_001,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,222,too_long
DeepSeek_deepseek-chat_DES_002,DES_002,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,209,valid
DeepSeek_deepseek-chat_DES_003,DES_003,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,200,valid
DeepSeek_deepseek-chat_DES_004,DES_004,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_005,DES_005,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,223,too_long
DeepSeek_deepseek-chat_DES_006,DES_006,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,205,valid
DeepSeek_deepseek-chat_DES_007,DES_007,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,218,valid
DeepSeek_deepseek-chat_DES_008,DES_008,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_009,DES_009,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_010,DES_010,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_011,DES_011,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_012,DES_012,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,217,valid
DeepSeek_deepseek-chat_DES_013,DES_013,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_014,DES_014,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,217,valid
DeepSeek_deepseek-chat_DES_015,DES_015,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,213,valid
DeepSeek_deepseek-chat_DES_016,DES_016,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_017,DES_017,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_018,DES_018,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,198,valid
DeepSeek_deepseek-chat_DES_019,DES_019,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,218,valid
DeepSeek_deepseek-chat_DES_020,DES_020,Descriptive,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_021,DES_021,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_022,DES_022,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_023,DES_023,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_024,DES_024,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,209,valid
DeepSeek_deepseek-chat_DES_025,DES_025,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_026,DES_026,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_027,DES_027,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_028,DES_028,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_029,DES_029,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,219,valid
DeepSeek_deepseek-chat_DES_030,DES_030,Descriptive,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_031,DES_031,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,210,valid
DeepSeek_deepseek-chat_DES_032,DES_032,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_033,DES_033,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,207,valid
DeepSeek_deepseek-chat_DES_034,DES_034,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,213,valid
DeepSeek_deepseek-chat_DES_035,DES_035,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_036,DES_036,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_037,DES_037,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_038,DES_038,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_039,DES_039,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DES_040,DES_040,Descriptive,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_041,DES_041,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_042,DES_042,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,215,valid
DeepSeek_deepseek-chat_DES_043,DES_043,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_044,DES_044,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_045,DES_045,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_046,DES_046,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_047,DES_047,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,193,valid
DeepSeek_deepseek-chat_DES_048,DES_048,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_049,DES_049,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DES_050,DES_050,Descriptive,personal,DeepSeek,deepseek-chat,DeepSeek,214,valid
DeepSeek_deepseek-chat_ARG_001,ARG_001,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_ARG_002,ARG_002,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_003,ARG_003,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_004,ARG_004,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_005,ARG_005,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_006,ARG_006,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_007,ARG_007,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_008,ARG_008,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_009,ARG_009,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_010,ARG_010,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_011,ARG_011,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_012,ARG_012,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_013,ARG_013,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,211,valid
DeepSeek_deepseek-chat_ARG_014,ARG_014,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_015,ARG_015,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_016,ARG_016,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,219,valid
DeepSeek_deepseek-chat_ARG_017,ARG_017,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_018,ARG_018,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_019,ARG_019,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_020,ARG_020,Argumentative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_021,ARG_021,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_022,ARG_022,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_023,ARG_023,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_024,ARG_024,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_025,ARG_025,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_026,ARG_026,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_027,ARG_027,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_028,ARG_028,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_029,ARG_029,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_030,ARG_030,Argumentative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_031,ARG_031,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_032,ARG_032,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_033,ARG_033,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_034,ARG_034,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_035,ARG_035,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_036,ARG_036,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_ARG_037,ARG_037,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_038,ARG_038,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_ARG_039,ARG_039,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_040,ARG_040,Argumentative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_041,ARG_041,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_042,ARG_042,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_043,ARG_043,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_044,ARG_044,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,219,valid
DeepSeek_deepseek-chat_ARG_045,ARG_045,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_046,ARG_046,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_047,ARG_047,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_048,ARG_048,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_049,ARG_049,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_ARG_050,ARG_050,Argumentative,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_001,DIA_001,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_002,DIA_002,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,218,valid
DeepSeek_deepseek-chat_DIA_003,DIA_003,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_004,DIA_004,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,218,valid
DeepSeek_deepseek-chat_DIA_005,DIA_005,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_006,DIA_006,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DIA_007,DIA_007,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_008,DIA_008,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DIA_009,DIA_009,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_010,DIA_010,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_011,DIA_011,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_012,DIA_012,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_013,DIA_013,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_014,DIA_014,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_015,DIA_015,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_016,DIA_016,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_017,DIA_017,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_018,DIA_018,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_019,DIA_019,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_020,DIA_020,Dialogue,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_021,DIA_021,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_022,DIA_022,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DIA_023,DIA_023,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DIA_024,DIA_024,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DIA_025,DIA_025,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_026,DIA_026,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_027,DIA_027,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_028,DIA_028,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_029,DIA_029,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,219,valid
DeepSeek_deepseek-chat_DIA_030,DIA_030,Dialogue,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_031,DIA_031,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_032,DIA_032,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_033,DIA_033,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,221,too_long
DeepSeek_deepseek-chat_DIA_034,DIA_034,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,204,valid
DeepSeek_deepseek-chat_DIA_035,DIA_035,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_036,DIA_036,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_037,DIA_037,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_038,DIA_038,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_039,DIA_039,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_040,DIA_040,Dialogue,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_041,DIA_041,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_042,DIA_042,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_043,DIA_043,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_044,DIA_044,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_045,DIA_045,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_046,DIA_046,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_047,DIA_047,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_048,DIA_048,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_049,DIA_049,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_DIA_050,DIA_050,Dialogue,personal,DeepSeek,deepseek-chat,DeepSeek,211,valid
Mistral_mistral-small-latest_NAR_001,NAR_001,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_002,NAR_002,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,190,valid
Mistral_mistral-small-latest_NAR_003,NAR_003,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,198,valid
Mistral_mistral-small-latest_NAR_004,NAR_004,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_005,NAR_005,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_006,NAR_006,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,192,valid
Mistral_mistral-small-latest_NAR_007,NAR_007,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,217,valid
Mistral_mistral-small-latest_NAR_008,NAR_008,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,191,valid
Mistral_mistral-small-latest_NAR_009,NAR_009,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,215,valid
Mistral_mistral-small-latest_NAR_010,NAR_010,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_011,NAR_011,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,216,valid
Mistral_mistral-small-latest_NAR_012,NAR_012,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,214,valid
Mistral_mistral-small-latest_NAR_013,NAR_013,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,204,valid
Mistral_mistral-small-latest_NAR_014,NAR_014,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,207,valid
Mistral_mistral-small-latest_NAR_015,NAR_015,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_016,NAR_016,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,208,valid
Mistral_mistral-small-latest_NAR_017,NAR_017,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,194,valid
Mistral_mistral-small-latest_NAR_018,NAR_018,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,203,valid
Mistral_mistral-small-latest_NAR_019,NAR_019,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_020,NAR_020,Narrative,academic,Mistral,mistral-small-latest,Mistral AI,198,valid
Mistral_mistral-small-latest_NAR_021,NAR_021,Narrative,business,Mistral,mistral-small-latest,Mistral AI,182,valid
Mistral_mistral-small-latest_NAR_022,NAR_022,Narrative,business,Mistral,mistral-small-latest,Mistral AI,195,valid
Mistral_mistral-small-latest_NAR_023,NAR_023,Narrative,business,Mistral,mistral-small-latest,Mistral AI,191,valid
Mistral_mistral-small-latest_NAR_024,NAR_024,Narrative,business,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_025,NAR_025,Narrative,business,Mistral,mistral-small-latest,Mistral AI,206,valid
Mistral_mistral-small-latest_NAR_026,NAR_026,Narrative,business,Mistral,mistral-small-latest,Mistral AI,193,valid
Mistral_mistral-small-latest_NAR_027,NAR_027,Narrative,business,Mistral,mistral-small-latest,Mistral AI,189,valid
Mistral_mistral-small-latest_NAR_028,NAR_028,Narrative,business,Mistral,mistral-small-latest,Mistral AI,193,valid
Mistral_mistral-small-latest_NAR_029,NAR_029,Narrative,business,Mistral,mistral-small-latest,Mistral AI,216,valid
Mistral_mistral-small-latest_NAR_030,NAR_030,Narrative,business,Mistral,mistral-small-latest,Mistral AI,182,valid
Mistral_mistral-small-latest_NAR_031,NAR_031,Narrative,career,Mistral,mistral-small-latest,Mistral AI,202,valid
Mistral_mistral-small-latest_NAR_032,NAR_032,Narrative,career,Mistral,mistral-small-latest,Mistral AI,220,valid
Mistral_mistral-small-latest_NAR_033,NAR_033,Narrative,career,Mistral,mistral-small-latest,Mistral AI,205,valid
Mistral_mistral-small-latest_NAR_034,NAR_034,Narrative,career,Mistral,mistral-small-latest,Mistral AI,216,valid
Mistral_mistral-small-latest_NAR_035,NAR_035,Narrative,career,Mistral,mistral-small-latest,Mistral AI,189,valid
Mistral_mistral-small-latest_NAR_036,NAR_036,Narrative,career,Mistral,mistral-small-latest,Mistral AI,204,valid
Mistral_mistral-small-latest_NAR_037,NAR_037,Narrative,career,Mistral,mistral-small-latest,Mistral AI,204,valid
Mistral_mistral-small-latest_NAR_038,NAR_038,Narrative,career,Mistral,mistral-small-latest,Mistral AI,183,valid
Mistral_mistral-small-latest_NAR_039,NAR_039,Narrative,career,Mistral,mistral-small-latest,Mistral AI,216,valid
Mistral_mistral-small-latest_NAR_040,NAR_040,Narrative,career,Mistral,mistral-small-latest,Mistral AI,209,valid
Mistral_mistral-small-latest_NAR_041,NAR_041,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,204,valid
Mistral_mistral-small-latest_NAR_042,NAR_042,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,203,valid
Mistral_mistral-small-latest_NAR_043,NAR_043,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,199,valid
Mistral_mistral-small-latest_NAR_044,NAR_044,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,218,valid
Mistral_mistral-small-latest_NAR_045,NAR_045,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,185,valid
Mistral_mistral-small-latest_NAR_046,NAR_046,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,206,valid
Mistral_mistral-small-latest_NAR_047,NAR_047,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,212,valid
Mistral_mistral-small-latest_NAR_048,NAR_048,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,184,valid
Mistral_mistral-small-latest_NAR_049,NAR_049,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,201,valid
Mistral_mistral-small-latest_NAR_050,NAR_050,Narrative,personal,Mistral,mistral-small-latest,Mistral AI,208,valid
Mistral_mistral-small-latest_DES_001,DES_001,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,197,valid
Mistral_mistral-small-latest_DES_002,DES_002,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,200,valid
Mistral_mistral-small-latest_DES_003,DES_003,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,184,valid
Mistral_mistral-small-latest_DES_004,DES_004,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,200,valid
Mistral_mistral-small-latest_DES_005,DES_005,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,222,too_long
Mistral_mistral-small-latest_DES_006,DES_006,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,180,valid
Mistral_mistral-small-latest_DES_007,DES_007,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,201,valid
Mistral_mistral-small-latest_DES_008,DES_008,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,208,valid
Mistral_mistral-small-latest_DES_009,DES_009,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,203,valid
Mistral_mistral-small-latest_DES_010,DES_010,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,196,valid
Mistral_mistral-small-latest_DES_011,DES_011,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,211,valid
Mistral_mistral-small-latest_DES_012,DES_012,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,219,valid
Mistral_mistral-small-latest_DES_013,DES_013,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,192,valid
Mistral_mistral-small-latest_DES_014,DES_014,Descriptive,academic,Mistral,mistral-small-latest,Mistral AI,215,valid
